loan_id,property_type,region,origination_date,maturity_date,rate_type,interest_rate_pct,original_loan_amount,current_balance,appraised_value,net_operating_income,occupancy_pct,ltv,dscr,debt_yield,interest_coverage,covenant_status,delinquency_status,watchlist_rating,defaulted
L0289,Multifamily,Midwest,2020-03-26,2027-03-25,Fixed,6.03,19602243.0,18244371.0,30693871.0,1903431.0,100.0,0.5944,1.5,0.1043,1.73,Compliant,Current,Pass,0
L0290,Retail,Northeast,2021-06-05,2031-06-03,Fixed,7.25,9289913.0,8779553.0,12398926.0,910813.0,89.3,0.7081,1.24,0.1037,1.43,Compliant,Current,Pass,0
L0291,Office,West,2024-10-21,2031-10-20,Floating,6.5,13648580.0,13452489.0,16719021.0,1076290.0,73.8,0.8046,1.07,0.08,1.23,Compliant,Current,Watch,0
L0292,Office,Midwest,2023-09-09,2028-09-07,Fixed,6.93,8281386.0,8051323.0,9579733.0,727285.0,82.1,0.8405,1.13,0.0903,1.3,Breached,Current,Watch,0
L0293,Industrial,Midwest,2023-06-22,2028-06-20,Fixed,7.47,14753205.0,14305031.0,23428981.0,1503500.0,96.6,0.6106,1.22,0.1051,1.41,Compliant,Current,Pass,0
L0294,Multifamily,Northeast,2022-12-19,2029-12-17,Floating,6.81,54416171.0,52432142.0,123176861.0,6546264.0,87.4,0.4257,1.59,0.1249,1.83,Compliant,Current,Pass,0
L0295,Office,Southeast,2020-12-27,2027-12-26,Fixed,6.66,19503865.0,18329786.0,55268242.0,1888397.0,79.6,0.3317,1.35,0.103,1.55,Breached,Current,Pass,0
L0296,Retail,Southwest,2024-09-24,2029-09-23,Floating,6.68,2930334.0,2885633.0,5654103.0,273979.0,85.4,0.5104,1.24,0.0949,1.42,Breached,Current,Pass,0
L0297,Industrial,Southeast,2022-01-15,2029-01-13,Fixed,6.47,12861253.0,12249410.0,23905726.0,1195438.0,99.9,0.5124,1.31,0.0976,1.51,Compliant,Current,Pass,0
L0298,Multifamily,West,2023-11-16,2026-11-15,Fixed,8.09,19260402.0,18768391.0,27584020.0,1859131.0,95.9,0.6804,1.06,0.0991,1.22,Compliant,Current,Watch,0
L0299,Retail,Midwest,2022-01-09,2027-01-08,Fixed,6.14,4828919.0,4598243.0,8717743.0,490443.0,78.6,0.5275,1.51,0.1067,1.74,Compliant,Current,Pass,0
L0300,Office,Northeast,2021-10-12,2026-10-11,Fixed,5.88,12620724.0,11980905.0,17745387.0,838165.0,68.8,0.6752,1.03,0.07,1.19,Compliant,Current,Watch,0
L0301,Office,Northeast,2019-07-04,2022-07-03,Fixed,7.14,11933072.0,11002097.0,14812962.0,945391.0,77.3,0.7427,1.05,0.0859,1.2,Compliant,Current,Watch,0
L0302,Retail,Southwest,2022-10-04,2025-10-03,Fixed,5.44,5972654.0,5739966.0,9589315.0,529940.0,87.3,0.5986,1.48,0.0923,1.7,Compliant,Current,Pass,0
L0303,Retail,Southeast,2023-03-12,2030-03-10,Floating,6.05,7277241.0,7031769.0,10824038.0,748676.0,93.1,0.6496,1.53,0.1065,1.76,Compliant,Current,Pass,0
L0304,Retail,Southwest,2023-06-22,2028-06-20,Fixed,5.65,4982571.0,4831210.0,6482170.0,446909.0,91.1,0.7453,1.42,0.0925,1.64,Compliant,Current,Pass,0
L0305,Industrial,Midwest,2021-07-10,2026-07-09,Fixed,5.97,5067635.0,4795066.0,7805017.0,545546.0,100.0,0.6144,1.66,0.1138,1.91,Compliant,Current,Pass,0
L0306,Mixed-Use,Southwest,2020-01-15,2025-01-13,Fixed,6.01,15409185.0,14305803.0,29469046.0,1236977.0,81.3,0.4855,1.25,0.0865,1.44,Compliant,Current,Pass,0
L0307,Retail,Northeast,2023-05-03,2028-05-01,Fixed,6.83,7235340.0,7003651.0,11423832.0,747218.0,82.8,0.6131,1.36,0.1067,1.56,Compliant,Current,Pass,0
L0308,Multifamily,Northeast,2024-12-08,2027-12-08,Fixed,5.89,9440167.0,9319436.0,11796242.0,753867.0,84.3,0.79,1.19,0.0809,1.37,Compliant,Current,Watch,0
L0309,Industrial,West,2019-06-14,2026-06-12,Fixed,6.87,10468172.0,9644600.0,23194266.0,1252611.0,100.0,0.4158,1.64,0.1299,1.89,Compliant,Current,Pass,0
L0310,Multifamily,West,2024-03-24,2031-03-23,Fixed,6.98,5200787.0,5089989.0,10079539.0,461271.0,92.2,0.505,1.13,0.0906,1.3,Compliant,Current,Watch,0
L0311,Multifamily,Midwest,2020-12-21,2027-12-20,Fixed,5.61,13869168.0,13031546.0,15412714.0,986750.0,77.2,0.8455,1.17,0.0757,1.35,Compliant,Current,Watch,0
L0312,Office,Southeast,2024-03-07,2031-03-06,Fixed,6.96,14321233.0,14008127.0,14446411.0,1077371.0,79.6,0.9697,0.96,0.0769,1.11,Compliant,Current,High Risk,0
L0313,Office,Southwest,2022-01-06,2027-01-05,Floating,7.44,20534183.0,19551243.0,31252554.0,1305237.0,80.1,0.6256,0.78,0.0668,0.9,Compliant,Current,High Risk,0
L0314,Mixed-Use,Midwest,2022-03-08,2025-03-07,Fixed,4.62,17441708.0,16641779.0,28374397.0,1631735.0,83.8,0.5865,1.85,0.0981,2.12,Compliant,Current,Pass,0
L0315,Industrial,West,2022-10-08,2027-10-07,Fixed,6.46,18628977.0,17905663.0,23746630.0,1571643.0,96.4,0.754,1.18,0.0878,1.36,Compliant,Current,Watch,0
L0316,Industrial,Southwest,2024-10-11,2027-10-11,Floating,6.14,10582588.0,10427068.0,11822671.0,888170.0,84.2,0.882,1.21,0.0852,1.39,Compliant,Current,High Risk,0
L0317,Multifamily,West,2019-09-30,2029-09-27,Fixed,7.37,21576441.0,19955547.0,40393581.0,2512023.0,100.0,0.494,1.48,0.1259,1.71,Compliant,Current,Pass,0
L0318,Office,Southwest,2019-04-10,2022-04-09,Floating,6.14,15079249.0,13860680.0,17199189.0,1416852.0,81.0,0.8059,1.45,0.1022,1.67,Compliant,Current,Watch,0
L0319,Office,Southeast,2023-04-25,2026-04-24,Fixed,4.99,15480391.0,14980608.0,16892540.0,825070.0,63.8,0.8868,0.96,0.0551,1.1,Compliant,Current,High Risk,0
L0320,Multifamily,Midwest,2024-07-10,2034-07-08,Fixed,6.17,11414633.0,11211984.0,24568633.0,1150980.0,92.0,0.4564,1.45,0.1027,1.66,Compliant,Current,Pass,0
L0321,Retail,Southwest,2021-09-30,2031-09-28,Fixed,5.39,12246133.0,11620473.0,18198680.0,1349604.0,90.3,0.6385,1.87,0.1161,2.15,Compliant,Current,Pass,0
L0322,Industrial,Northeast,2022-09-13,2029-09-11,Fixed,6.96,14148556.0,13587576.0,26205042.0,1149180.0,85.1,0.5185,1.06,0.0846,1.21,Compliant,Current,Watch,0
L0323,Industrial,Northeast,2023-12-29,2026-12-28,Floating,5.87,10771186.0,10511261.0,17250515.0,1192938.0,98.3,0.6093,1.68,0.1135,1.93,Compliant,Current,Pass,0
L0324,Multifamily,Southwest,2020-01-10,2023-01-09,Fixed,6.18,6108323.0,5669929.0,8606702.0,536621.0,100.0,0.6588,1.33,0.0946,1.53,Compliant,Current,Pass,0
L0325,Mixed-Use,Southwest,2019-04-02,2024-03-31,Floating,7.99,19613927.0,18023748.0,30496458.0,1734974.0,79.8,0.591,1.05,0.0963,1.2,Compliant,Current,Watch,0
L0326,Industrial,Southwest,2023-02-12,2026-02-11,Fixed,7.19,6226489.0,6010728.0,10610005.0,648908.0,97.4,0.5665,1.31,0.108,1.5,Compliant,Current,Pass,0
L0327,Retail,Northeast,2020-02-18,2023-02-17,Fixed,6.63,4834115.0,4493369.0,9224544.0,492575.0,88.7,0.4871,1.44,0.1096,1.65,Compliant,Current,Pass,0
L0328,Retail,Northeast,2021-04-08,2026-04-07,Fixed,6.09,4277098.0,4033971.0,7434150.0,461921.0,94.7,0.5426,1.64,0.1145,1.88,Compliant,Current,Pass,0
L0329,Multifamily,Southwest,2021-01-30,2031-01-28,Fixed,6.54,11463452.0,10786197.0,13579555.0,884800.0,91.1,0.7943,1.09,0.082,1.25,Compliant,Current,Watch,0
L0330,Multifamily,West,2024-01-01,2028-12-30,Fixed,6.82,23367707.0,22806113.0,34085713.0,2087886.0,83.5,0.6691,1.17,0.0915,1.34,Compliant,Current,Pass,0
L0331,Multifamily,West,2023-03-30,2030-03-28,Floating,5.71,7056565.0,6822712.0,14863330.0,887870.0,99.2,0.459,1.98,0.1301,2.28,Compliant,Current,Pass,0
L0332,Industrial,Southeast,2024-10-21,2031-10-20,Floating,7.37,25173752.0,24812078.0,23220951.0,1562474.0,85.9,1.0685,0.74,0.063,0.85,Breached,Current,High Risk,0
L0333,Office,Midwest,2021-07-10,2026-07-09,Fixed,5.21,29688726.0,28091879.0,41042655.0,3280792.0,92.5,0.6845,1.95,0.1168,2.24,Compliant,Current,Pass,0
L0334,Office,West,2022-08-26,2029-08-24,Floating,7.12,8043309.0,7719638.0,13673774.0,856035.0,82.5,0.5646,1.36,0.1109,1.56,Compliant,Current,Pass,0
L0335,Office,Northeast,2024-11-20,2027-11-20,Floating,5.6,14582839.0,14387708.0,12202621.0,883225.0,73.2,1.1791,0.95,0.0614,1.1,Compliant,Current,High Risk,0
L0336,Office,West,2022-02-02,2025-02-01,Floating,8.37,10157721.0,9680503.0,14878762.0,837740.0,86.9,0.6506,0.9,0.0865,1.03,Compliant,90+ Days,High Risk,1
L0337,Hospitality,Southeast,2020-11-07,2027-11-06,Fixed,6.89,31714309.0,29753061.0,45840828.0,2429255.0,67.9,0.6491,1.03,0.0816,1.19,Compliant,Current,Watch,0
L0338,Industrial,Southeast,2019-04-17,2022-04-16,Floating,5.2,5807181.0,5339234.0,7110305.0,491179.0,92.2,0.7509,1.54,0.092,1.77,Compliant,Current,Watch,0
L0339,Multifamily,Midwest,2023-12-30,2033-12-27,Fixed,6.2,4919913.0,4801350.0,8494484.0,534288.0,86.6,0.5652,1.56,0.1113,1.8,Compliant,Current,Pass,0
L0340,Office,West,2024-08-04,2027-08-04,Floating,6.13,15047661.0,14792882.0,15239917.0,1145516.0,63.0,0.9707,1.1,0.0774,1.26,Compliant,Current,High Risk,0
L0341,Retail,Northeast,2021-11-24,2026-11-23,Fixed,5.62,15219968.0,14469895.0,15303032.0,1177244.0,91.8,0.9456,1.26,0.0814,1.45,Compliant,Current,High Risk,0
L0342,Multifamily,Northeast,2020-11-20,2025-11-19,Fixed,6.33,10794349.0,10131428.0,11027864.0,800091.0,79.0,0.9187,1.08,0.079,1.25,Compliant,Current,High Risk,0
L0343,Office,Southwest,2021-01-03,2024-01-03,Floating,5.76,22410193.0,21066318.0,25864920.0,1871488.0,71.7,0.8145,1.34,0.0888,1.54,Compliant,Current,Watch,0
L0344,Multifamily,Northeast,2022-01-27,2025-01-26,Fixed,6.89,15262270.0,14542225.0,49441757.0,1689510.0,95.5,0.2941,1.47,0.1162,1.69,Compliant,Current,Pass,0
L0345,Multifamily,Midwest,2022-03-15,2029-03-13,Floating,7.23,5223434.0,4985074.0,9211010.0,635566.0,88.0,0.5412,1.53,0.1275,1.76,Compliant,Current,Pass,0
L0346,Retail,Midwest,2020-08-17,2027-08-16,Floating,6.92,4878246.0,4563419.0,5431715.0,395244.0,88.3,0.8401,1.09,0.0866,1.25,Compliant,Current,Watch,0
L0347,Retail,Northeast,2019-06-02,2026-05-31,Floating,6.58,8028493.0,7393692.0,14702450.0,787374.0,77.3,0.5029,1.41,0.1065,1.62,Compliant,Current,Pass,0
L0348,Office,Northeast,2021-03-14,2026-03-13,Fixed,6.79,13247734.0,12483793.0,13977175.0,909620.0,75.2,0.8932,0.93,0.0729,1.07,Compliant,Current,High Risk,0
L0349,Multifamily,Southwest,2024-10-25,2031-10-24,Floating,7.31,30641541.0,30205340.0,57836355.0,3216595.0,93.3,0.5223,1.27,0.1065,1.46,Compliant,Current,Pass,0
L0350,Retail,Northeast,2022-06-03,2029-06-01,Fixed,6.61,4070900.0,3895841.0,5153014.0,382599.0,79.4,0.756,1.29,0.0982,1.49,Compliant,Current,Watch,0
L0351,Retail,Southwest,2022-10-23,2029-10-21,Fixed,5.02,4851794.0,4665804.0,5169719.0,291552.0,100.0,0.9025,1.08,0.0625,1.24,Compliant,Current,High Risk,0
L0352,Hospitality,Southwest,2024-11-02,2029-11-01,Floating,5.89,25812059.0,25451398.0,33296701.0,1926688.0,62.9,0.7644,1.12,0.0757,1.29,Compliant,Current,Watch,0
L0353,Industrial,Northeast,2022-06-01,2029-05-30,Fixed,5.96,7079787.0,6774871.0,14639305.0,890414.0,100.0,0.4628,1.92,0.1314,2.21,Compliant,Current,Pass,0
L0354,Office,Southeast,2021-05-05,2028-05-03,Fixed,4.87,3668797.0,3463505.0,4006515.0,341534.0,76.7,0.8645,1.76,0.0986,2.02,Compliant,Current,High Risk,0
L0355,Office,Southeast,2021-10-05,2026-10-04,Floating,6.8,52166808.0,49510160.0,62623896.0,4636802.0,65.5,0.7906,1.2,0.0937,1.38,Breached,Current,Watch,0
L0356,Industrial,Southwest,2024-02-06,2031-02-04,Fixed,7.47,5538464.0,5411913.0,7065904.0,561834.0,84.9,0.7659,1.21,0.1038,1.39,Compliant,Current,Watch,0
L0357,Office,Northeast,2020-10-03,2025-10-02,Fixed,7.33,24504647.0,22961055.0,38748964.0,1886374.0,79.4,0.5926,0.98,0.0822,1.12,Compliant,Current,High Risk,0
L0358,Retail,Southeast,2024-01-30,2027-01-29,Floating,7.27,4015157.0,3922489.0,8823002.0,472704.0,95.3,0.4446,1.44,0.1205,1.66,Compliant,Current,Pass,0
L0359,Mixed-Use,Northeast,2020-07-17,2023-07-17,Fixed,6.85,8709271.0,8138325.0,10770455.0,829834.0,99.2,0.7556,1.29,0.102,1.49,Compliant,Current,Watch,0
L0360,Retail,Northeast,2021-05-15,2026-05-14,Floating,8.59,3276672.0,3094400.0,6233278.0,306419.0,88.0,0.4964,1.0,0.099,1.15,Compliant,Current,Watch,0
L0361,Multifamily,Northeast,2020-10-28,2025-10-27,Floating,7.36,7982489.0,7486219.0,13135797.0,774419.0,82.6,0.5699,1.22,0.1034,1.41,Compliant,Current,Pass,0
L0362,Industrial,West,2020-06-03,2027-06-02,Floating,7.43,7016258.0,6546150.0,9033701.0,754297.0,96.2,0.7246,1.35,0.1152,1.55,Compliant,Current,Pass,0
L0363,Multifamily,Northeast,2021-04-11,2024-04-10,Floating,5.3,11156201.0,10523141.0,21187097.0,1193444.0,85.4,0.4967,1.86,0.1134,2.14,Compliant,Current,Pass,0
L0364,Retail,West,2020-09-11,2027-09-10,Fixed,7.4,6517746.0,6102468.0,17201455.0,836180.0,90.1,0.3548,1.61,0.137,1.85,Compliant,Current,Pass,0
L0365,Mixed-Use,Southwest,2024-04-02,2034-03-31,Fixed,6.56,6335834.0,6202729.0,6597094.0,431630.0,77.5,0.9402,0.92,0.0696,1.06,Compliant,Current,High Risk,0
L0366,Multifamily,Southeast,2021-10-02,2024-10-01,Floating,6.53,8995835.0,8536826.0,13836526.0,677745.0,75.3,0.617,1.06,0.0794,1.22,Compliant,Current,Watch,0
L0367,Mixed-Use,Southeast,2019-07-19,2029-07-16,Floating,6.31,31028719.0,28623271.0,42729448.0,3253217.0,95.5,0.6699,1.57,0.1137,1.8,Compliant,Current,Pass,0
L0368,Hospitality,Southeast,2022-08-16,2032-08-13,Fixed,5.71,45679849.0,43826624.0,52059507.0,2964595.0,66.2,0.8419,1.03,0.0676,1.19,Compliant,Current,Watch,0
L0369,Office,Southeast,2022-03-24,2029-03-22,Fixed,7.33,23126974.0,22078466.0,34150523.0,1883157.0,78.4,0.6465,1.01,0.0853,1.16,Compliant,Current,Watch,0
L0370,Office,Southeast,2019-10-09,2026-10-07,Fixed,6.17,25921593.0,23981948.0,39827924.0,2599347.0,86.0,0.6021,1.53,0.1084,1.76,Compliant,Current,Pass,0
L0371,Office,Southeast,2023-05-10,2033-05-07,Fixed,5.74,55914531.0,54136909.0,97188630.0,5963500.0,93.0,0.557,1.67,0.1102,1.92,Compliant,Current,Pass,0
L0372,Office,Southeast,2020-01-29,2027-01-27,Floating,5.91,24644604.0,22891259.0,33358193.0,2244044.0,83.8,0.6862,1.44,0.098,1.66,Compliant,Current,Pass,0
L0373,Office,Southwest,2023-02-11,2028-02-10,Fixed,6.35,25653402.0,24763615.0,31107879.0,2168018.0,78.8,0.7961,1.2,0.0875,1.38,Compliant,Current,Watch,0
L0374,Industrial,Northeast,2023-08-27,2030-08-25,Floating,6.28,4229418.0,4110114.0,6662157.0,420012.0,97.7,0.6169,1.42,0.1022,1.63,Compliant,Current,Pass,0
L0375,Office,Midwest,2023-08-31,2030-08-29,Floating,6.07,9761294.0,9487229.0,17064856.0,930836.0,75.6,0.556,1.41,0.0981,1.62,Breached,Current,Pass,0
L0376,Multifamily,West,2023-12-09,2028-12-07,Fixed,4.96,11786172.0,11494004.0,19748886.0,1413518.0,92.3,0.582,2.16,0.123,2.48,Compliant,Current,Pass,0
L0377,Hospitality,Midwest,2024-03-13,2029-03-12,Floating,7.46,14110924.0,13805200.0,19976908.0,1173829.0,69.2,0.6911,0.99,0.085,1.14,Compliant,Current,High Risk,0
L0378,Office,Midwest,2021-03-11,2028-03-09,Fixed,6.08,10396782.0,9796218.0,11442566.0,654265.0,71.7,0.8561,0.96,0.0668,1.1,Compliant,Current,High Risk,0
L0379,Industrial,Northeast,2020-04-20,2023-04-20,Fixed,5.22,6154802.0,5733510.0,8837394.0,585777.0,94.2,0.6488,1.7,0.1022,1.96,Compliant,Current,Pass,0
L0380,Multifamily,Northeast,2023-03-25,2033-03-22,Floating,6.36,5484592.0,5301933.0,11802997.0,562319.0,94.9,0.4492,1.45,0.1061,1.67,Compliant,Current,Pass,0
L0381,Office,Northeast,2019-11-16,2024-11-14,Floating,7.09,11647718.0,10790701.0,12690691.0,869539.0,82.1,0.8503,0.99,0.0806,1.14,Compliant,30-60 Days,High Risk,0
L0382,Industrial,Southeast,2023-06-14,2026-06-13,Floating,6.63,12052531.0,11683228.0,18690309.0,1247800.0,97.5,0.6251,1.4,0.1068,1.61,Compliant,Current,Pass,0
L0383,Retail,Southwest,2023-10-15,2028-10-13,Fixed,6.37,21486390.0,20914911.0,22991396.0,1726571.0,76.3,0.9097,1.13,0.0826,1.3,Compliant,Current,High Risk,0
L0384,Hospitality,Southeast,2024-01-05,2027-01-04,Fixed,6.24,34102908.0,33287802.0,53205448.0,3218742.0,77.8,0.6256,1.35,0.0967,1.55,Compliant,Current,Pass,0
L0385,Industrial,Southwest,2019-01-23,2026-01-21,Floating,5.45,14189051.0,13006500.0,17989257.0,1383796.0,100.0,0.723,1.7,0.1064,1.95,Compliant,Current,Pass,0
L0386,Industrial,Southwest,2021-09-08,2031-09-06,Fixed,7.05,4094488.0,3882338.0,6699888.0,467430.0,93.2,0.5795,1.48,0.1204,1.71,Compliant,Current,Pass,0
L0387,Multifamily,Midwest,2022-12-22,2029-12-20,Fixed,4.66,12813763.0,12347834.0,17153498.0,1110842.0,95.6,0.7198,1.68,0.09,1.93,Compliant,Current,Pass,0
L0388,Office,Midwest,2019-06-01,2022-05-31,Fixed,6.62,17349155.0,15976813.0,15083108.0,1227015.0,76.3,1.0593,1.01,0.0768,1.16,Compliant,90+ Days,High Risk,1
L0389,Industrial,Southwest,2023-02-22,2026-02-21,Floating,7.15,11734024.0,11331274.0,17694435.0,1165301.0,100.0,0.6404,1.25,0.1028,1.44,Compliant,Current,Pass,0
L0390,Industrial,Southwest,2020-07-04,2027-07-03,Fixed,6.0,8200597.0,7659493.0,12570870.0,758460.0,87.5,0.6093,1.43,0.099,1.65,Compliant,Current,Pass,0
L0391,Mixed-Use,Southeast,2020-09-12,2030-09-10,Floating,6.92,34924882.0,32700789.0,34770998.0,2298869.0,95.7,0.9405,0.88,0.0703,1.02,Compliant,Current,High Risk,0
L0392,Multifamily,Southeast,2021-04-14,2026-04-13,Floating,6.35,12353423.0,11653644.0,22432335.0,1349289.0,97.6,0.5195,1.59,0.1158,1.82,Compliant,Current,Pass,0
L0393,Multifamily,Midwest,2019-02-23,2024-02-22,Fixed,6.53,13033585.0,11960618.0,24359862.0,1665309.0,97.8,0.491,1.85,0.1392,2.13,Compliant,Current,Pass,0
L0394,Industrial,Northeast,2024-10-31,2029-10-30,Fixed,7.09,3398190.0,3350485.0,4725542.0,363329.0,93.2,0.709,1.33,0.1084,1.53,Compliant,Current,Pass,0
L0395,Multifamily,Southwest,2021-10-27,2031-10-25,Fixed,5.49,11316197.0,10748093.0,14323703.0,930009.0,80.7,0.7504,1.37,0.0865,1.58,Compliant,Current,Watch,0
L0396,Mixed-Use,Southeast,2021-08-22,2028-08-20,Floating,7.21,26341614.0,24962035.0,32699668.0,2152006.0,92.1,0.7634,1.04,0.0862,1.2,Compliant,Current,Watch,0
L0397,Hospitality,Midwest,2024-04-21,2029-04-20,Fixed,7.72,29862665.0,29253958.0,18336278.0,1323521.0,57.0,1.5954,0.51,0.0452,0.59,Breached,Current,High Risk,0
L0398,Multifamily,Southeast,2024-08-20,2029-08-19,Fixed,6.44,3666845.0,3606689.0,3860676.0,292196.0,99.2,0.9342,1.09,0.081,1.26,Compliant,Current,High Risk,0
L0399,Industrial,Southwest,2022-08-11,2032-08-08,Fixed,5.75,7808898.0,7490808.0,11598134.0,706631.0,87.8,0.6459,1.43,0.0943,1.64,Compliant,Current,Pass,0
L0400,Industrial,Southwest,2022-10-03,2025-10-02,Floating,8.64,25922979.0,24912196.0,43261573.0,2879102.0,81.3,0.5759,1.16,0.1156,1.34,Compliant,Current,Pass,0
L0401,Office,West,2019-02-27,2024-02-26,Fixed,6.28,16568766.0,15206950.0,11497450.0,830350.0,78.0,1.3226,0.76,0.0546,0.87,Compliant,90+ Days,High Risk,1
L0402,Hospitality,Northeast,2022-10-02,2027-10-01,Floating,6.81,26268519.0,25243399.0,34578513.0,2350287.0,77.5,0.73,1.19,0.0931,1.37,Compliant,Current,Pass,0
L0403,Retail,West,2022-05-04,2025-05-03,Floating,6.83,19489905.0,18632563.0,30373452.0,1465252.0,79.3,0.6134,1.0,0.0786,1.15,Compliant,30-60 Days,Watch,0
L0404,Industrial,Midwest,2020-02-20,2023-02-19,Fixed,6.6,9184776.0,8537966.0,12433956.0,918180.0,100.0,0.6867,1.42,0.1075,1.63,Compliant,Current,Pass,0
L0405,Multifamily,Southeast,2024-09-03,2031-09-02,Floating,6.3,18540788.0,18245152.0,23523089.0,1639699.0,97.3,0.7756,1.24,0.0899,1.43,Compliant,Current,Watch,0
L0406,Hospitality,Midwest,2020-07-09,2030-07-07,Fixed,6.37,27586049.0,25770358.0,22945391.0,1614106.0,69.3,1.1231,0.85,0.0626,0.98,Compliant,Current,High Risk,0
L0407,Multifamily,Southwest,2021-04-08,2028-04-06,Floating,7.46,16924098.0,15962067.0,29503425.0,1601170.0,88.5,0.541,1.17,0.1003,1.35,Compliant,Current,Pass,0
L0408,Office,West,2022-03-31,2032-03-28,Floating,6.26,22174442.0,21174223.0,27324316.0,1813556.0,75.1,0.7749,1.19,0.0856,1.37,Compliant,Current,Watch,0
L0409,Hospitality,West,2022-06-22,2027-06-21,Floating,6.22,16278513.0,15588661.0,18428055.0,1337694.0,71.4,0.8459,1.2,0.0858,1.38,Compliant,Current,Watch,0
L0410,Office,West,2023-03-29,2030-03-27,Fixed,5.94,14070538.0,13603782.0,16659989.0,950865.0,84.8,0.8166,1.02,0.0699,1.18,Compliant,Current,Watch,0
L0411,Multifamily,Midwest,2019-06-10,2024-06-08,Fixed,5.21,7499900.0,6908867.0,13008265.0,772887.0,87.3,0.5311,1.87,0.1119,2.15,Compliant,Current,Pass,0
L0412,Mixed-Use,Southwest,2019-05-05,2026-05-03,Fixed,5.59,5681512.0,5227053.0,7262182.0,528282.0,78.5,0.7198,1.57,0.1011,1.81,Compliant,Current,Pass,0
L0413,Mixed-Use,Southeast,2024-05-05,2034-05-03,Fixed,5.55,27758685.0,27205641.0,43643897.0,2574819.0,83.3,0.6234,1.48,0.0946,1.71,Compliant,Current,Pass,0
L0414,Retail,Southeast,2020-07-27,2023-07-27,Fixed,6.2,8044488.0,7519767.0,12343763.0,779181.0,98.1,0.6092,1.45,0.1036,1.67,Compliant,Current,Pass,0
L0415,Retail,Midwest,2022-10-22,2027-10-21,Fixed,6.95,15428704.0,14836749.0,23467242.0,1306854.0,77.3,0.6322,1.1,0.0881,1.27,Compliant,Current,Watch,0
L0416,Multifamily,West,2022-05-14,2027-05-13,Fixed,7.51,28385022.0,27145724.0,35784368.0,2912112.0,100.0,0.7586,1.24,0.1073,1.43,Compliant,Current,Watch,0
L0417,Multifamily,Northeast,2024-10-25,2027-10-25,Fixed,6.25,12357785.0,12181865.0,19572572.0,1363926.0,92.3,0.6224,1.56,0.112,1.79,Compliant,Current,Pass,0
L0418,Multifamily,Midwest,2021-11-06,2024-11-05,Floating,7.01,5826915.0,5536303.0,7284464.0,456746.0,78.8,0.76,1.02,0.0825,1.18,Compliant,Current,Watch,0
L0419,Industrial,Midwest,2024-06-20,2031-06-19,Fixed,6.42,8977142.0,8811865.0,14165666.0,864369.0,90.3,0.6221,1.33,0.0981,1.53,Compliant,Current,Pass,0
L0420,Industrial,Southwest,2019-01-06,2029-01-03,Fixed,4.32,6913362.0,6333322.0,10001214.0,539513.0,98.9,0.6333,1.72,0.0852,1.97,Compliant,Current,Pass,0
L0421,Industrial,Southeast,2022-12-18,2027-12-17,Fixed,5.17,3365250.0,3242442.0,5761094.0,368762.0,100.0,0.5628,1.91,0.1137,2.2,Compliant,Current,Pass,0
L0422,Industrial,Midwest,2020-05-19,2023-05-19,Fixed,6.89,7588502.0,7076309.0,8357102.0,593233.0,83.4,0.8467,1.06,0.0838,1.22,Compliant,Current,Watch,0
L0423,Office,Midwest,2024-03-31,2027-03-31,Floating,7.37,17305533.0,16940837.0,18735701.0,1081269.0,55.4,0.9042,0.75,0.0638,0.87,Breached,Current,High Risk,0
L0424,Retail,West,2024-11-02,2034-10-31,Fixed,6.95,5615963.0,5537494.0,7612836.0,502066.0,76.5,0.7274,1.13,0.0907,1.3,Compliant,Current,Watch,0
L0425,Office,West,2019-10-07,2024-10-05,Floating,6.44,11775510.0,10893605.0,15924628.0,982447.0,87.0,0.6841,1.22,0.0902,1.4,Compliant,Current,Pass,0
L0426,Retail,Northeast,2019-04-04,2024-04-02,Floating,4.8,3962190.0,3641220.0,3921320.0,303593.0,72.7,0.9286,1.51,0.0834,1.74,Compliant,Current,High Risk,0
L0427,Multifamily,Southwest,2020-02-25,2025-02-23,Floating,5.67,13365327.0,12426312.0,24267742.0,1438342.0,100.0,0.5121,1.77,0.1157,2.04,Compliant,Current,Pass,0
L0428,Hospitality,Northeast,2021-05-08,2026-05-07,Floating,5.81,61506358.0,58070765.0,73382105.0,5283101.0,77.7,0.7913,1.36,0.091,1.57,Compliant,Current,Watch,0
L0429,Multifamily,West,2019-12-22,2024-12-20,Floating,7.17,24243530.0,22488432.0,34166391.0,2649474.0,93.5,0.6582,1.43,0.1178,1.64,Compliant,Current,Pass,0
L0430,Office,Southeast,2023-06-15,2033-06-12,Floating,6.28,25786898.0,24997607.0,35099358.0,2162325.0,73.0,0.7122,1.2,0.0865,1.38,Compliant,Current,Pass,0
L0431,Office,West,2020-09-13,2025-09-12,Floating,8.12,26097689.0,24436589.0,34049670.0,2032861.0,78.4,0.7177,0.89,0.0832,1.02,Compliant,Current,High Risk,0
L0432,Industrial,Southwest,2023-04-21,2030-04-19,Fixed,7.52,9296438.0,8995081.0,16174790.0,1185682.0,98.9,0.5561,1.52,0.1318,1.75,Compliant,Current,Pass,0
L0433,Retail,West,2019-06-17,2024-06-15,Floating,8.11,2965244.0,2732249.0,6384057.0,312621.0,90.7,0.428,1.23,0.1144,1.41,Compliant,Current,Pass,0
